file,phrase,in_entity
fbi9.txt,a Middle Eastern man,False
fbi9.txt,who,False
fbi9.txt,cash,False
fbi9.txt,the postage,False
fbi9.txt,The packages,False
fbi9.txt,the Seattle police,False
fbi9.txt,who,False
fbi9.txt,them,False
fbi9.txt,they,False
fbi9.txt,package bombs,False
fbi9.txt,which,False
fbi9.txt,they,False
fbi9.txt,They,False
fbi9.txt,a vacant field,False
fbi9.txt,the police,False
fbi9.txt,such purposes,False
se1.txt,a mobile phone message,False
se1.txt,6 April,False
se1.txt,The first number,False
se1.txt,a resident,False
se1.txt,Columbus,True
se1.txt,Georgia,True
se1.txt,whose address,False
se1.txt,2237 St. Mary's Road,False
se1.txt,The resident,False
se1.txt,this address,False
se1.txt,Ralph Goode,True
se1.txt,his mobile phone,False
se1.txt,his car,False
se1.txt,he,False
se1.txt,he,False
se1.txt,30 March,False
se1.txt,the Columbus police,False
se1.txt,The Columbus police,False
se1.txt,this account,False
se1.txt,The second number,False
se1.txt,2339 Little York Rd,False
se1.txt,Apt,False
se1.txt,Houston,True
se1.txt,Texas,True
se1.txt,The caller,False
se1.txt,Arabic,True
se1.txt,What,False
se1.txt,you,False
se1.txt,the usual place,False
se1.txt,The second number,False
se1.txt,Sprint PCS,True
se1.txt,a Jamal Kalifa,True
se2.txt,lntercept,False
se2.txt,phone calls,False
se2.txt,2462 Myrtle Ave,False
se2.txt,Apt.,False
se2.txt,Queens,True
se2.txt,NYC,True
se2.txt,several calls,False
se2.txt,a phone,False
se2.txt,North Bergen,True
se2.txt,the name,False
se2.txt,Hani al-Hallak,True
se2.txt,who,False
se2.txt,a carpet store,False
se2.txt,the latest call,False
se2.txt,the caller,False
se2.txt,2462 Myrtle Ave. Apt.,False
se2.txt,Queens,True
se2.txt,NYC,True
se2.txt,he,False
se2.txt,the carpet,False
se2.txt,he,False
se2.txt,April,False
se3.txt,Frequent recent phone calls,False
se3.txt,the following numbers,False
se3.txt,[Richmond,False
se3.txt,VA,True
se3.txt,the name,False
se3.txt,Clark Webster,True
se3.txt,[Charlottesville,False
se3.txt,VA,True
se3.txt,the name,False
se3.txt,Mukhtar Galab,True
se3.txt,Queens,True
se3.txt,NYC,True
se3.txt,the name,False
se3.txt,Bagwant Dhaliwal,True
se3.txt,Two overseas calls,False
se3.txt,[Amsterdam,False
se3.txt,The Netherlands,True
se3.txt,the name,False
se3.txt,Hans Pakes,True
se4.txt,Phone calls,False
se4.txt,22 April,False
se4.txt,the following numbers,False
se4.txt,The same brief voice message,False
se4.txt,Arabic,True
se4.txt,each call,False
se4.txt,A translation,False
se4.txt,this message,False
se4.txt,I,False
se4.txt,my office,False
se4.txt,April,False
se4.txt,OOAM,True
se4.txt,time,False
se5.txt,Intercept,False
se5.txt,cell phone,False
se5.txt,a very brief call,False
se5.txt,this number,False
se5.txt,phone number,False
se5.txt,26 April,False
se5.txt,the caller,False
se5.txt,Arabic,True
se5.txt,A translation,False
se5.txt,We,False
se5.txt,the crescent,False
se5.txt,victory,False
